Documento|Fecha|Departamento|Municipio|Dia|Hora|Sitio|Agresor|Victima|Edad|Pais_nacimiento|Clase_empleado|Profesion|Escolaridad|Codigo_DANE
1425809496|2/02/2021|CUNDINAMARCA|BOGOTA D.C. (CT)|Sábado|11:39:00|VIAS PUBLICAS|A PIE|A PIE|-|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809497|3/02/2021|CUNDINAMARCA|BOGOTA D.C. (CT)|Sábado|18:58:00|VIAS PUBLICAS|A PIE|A PIE|28|VENEZUELA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425809498|4/02/2021|CUNDINAMARCA|BOGOTA D.C. (CT)|Domingo|18:30:00|APARTAMENTO EN CONJUNTO CERRADO|A PIE|A PIE|28|COLOMBIA|INDEPENDIENTE|INGENIERIA ADMINISTRATIVA|SUPERIOR|11001000
1425809499|5/02/2021|CUNDINAMARCA|BOGOTA D.C. (CT)|Domingo|15:00:00|VIAS PUBLICAS|A PIE|A PIE|45|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425809500|6/02/2021|CUNDINAMARCA|BOGOTA D.C. (CT)|Domingo|21:30:00|VIAS PUBLICAS|A PIE|A PIE|-|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809501|7/02/2021|CUNDINAMARCA|BOGOTA D.C. (CT)|Domingo|0:00:00|EDIFICIO|A PIE|A PIE|-|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809502|8/02/2021|CUNDINAMARCA|BOGOTA D.C. (CT)|Domingo|14:30:00|VIAS PUBLICAS|A PIE|A PIE|27|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|TECNICO|11001000
1425809503|9/02/2021|CUNDINAMARCA|BOGOTA D.C. (CT)|Domingo|18:50:00|VIAS PUBLICAS|A PIE|A PIE|40|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425809504|10/02/2021|CUNDINAMARCA|BOGOTA D.C. (CT)|Lunes|8:00:00|VIAS PUBLICAS|A PIE|A PIE|48|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|PRIMARIA|11001000
1425809505|11/02/2021|CUNDINAMARCA|BOGOTA D.C. (CT)|Lunes|18:00:00|VIAS PUBLICAS|A PIE|A PIE|-|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809506|15/01/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Lunes|7:00:00|VIAS PUBLICAS|A PIE|A PIE|57|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|TECNICO|11001000
1425809507|16/01/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Lunes|7:00:00|VIAS PUBLICAS|A PIE|A PIE|27|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809508|17/01/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Lunes|21:00:00|VIAS PUBLICAS|A PIE|A PIE|29|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425809509|18/01/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Lunes|17:00:00|VIAS PUBLICAS|A PIE|A PIE|15|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809510|19/01/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Lunes|17:00:00|VIAS PUBLICAS|A PIE|A PIE|52|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425809511|20/01/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Lunes|13:00:00|VIAS PUBLICAS|A PIE|A PIE|30|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425809512|21/01/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Lunes|21:30:00|VIAS PUBLICAS|A PIE|A PIE|-|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809513|22/01/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Lunes|5:30:00|VIAS PUBLICAS|A PIE|A PIE|-|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809514|23/01/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Lunes|22:00:00|VIAS PUBLICAS|A PIE|A PIE|26|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425809515|24/01/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Lunes|22:00:00|VIAS PUBLICAS|A PIE|A PIE|29|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809516|25/01/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Lunes|0:00:00|VIAS PUBLICAS|A PIE|A PIE|56|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|PRIMARIA|11001000
1425809517|26/01/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Lunes|0:00:00|VIAS PUBLICAS|A PIE|A PIE|-|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425809518|27/01/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Lunes|0:00:00|OTRO|A PIE|A PIE|33|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809519|28/01/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Lunes|0:00:00|OTRO|A PIE|A PIE|-|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809520|29/01/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Lunes|0:00:00|OTRO|A PIE|A PIE|-|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809521|30/01/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Lunes|0:00:00|EDIFICIO|A PIE|A PIE|-|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809522|31/01/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Lunes|7:15:00|VIAS PUBLICAS|A PIE|A PIE|56|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809523|1/02/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Lunes|8:45:00|ESTACION TRANSMILENIO CALLE 100|A PIE|A PIE|38|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809524|2/02/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Lunes|15:40:00|VIAS PUBLICAS|A PIE|A PIE|35|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425809525|3/02/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Lunes|9:50:00|VIAS PUBLICAS|A PIE|A PIE|20|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|TECNICO|11001000
1425809526|4/02/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Lunes|17:10:00|VIAS PUBLICAS|A PIE|A PIE|55|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|PRIMARIA|11001000
1425809527|5/02/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Lunes|0:20:00|VIAS PUBLICAS|A PIE|A PIE|41|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425809528|6/02/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Lunes|13:10:00|VIAS PUBLICAS|A PIE|A PIE|42|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809529|7/02/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Lunes|17:05:00|VIAS PUBLICAS|A PIE|A PIE|25|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425809530|8/02/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Lunes|20:25:00|VIAS PUBLICAS|A PIE|A PIE|17|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425809531|9/02/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Lunes|19:46:00|VIAS PUBLICAS|A PIE|A PIE|48|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425809532|10/02/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Lunes|20:04:00|VIAS PUBLICAS|A PIE|A PIE|55|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425809533|11/02/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Lunes|14:11:00|VIAS PUBLICAS|A PIE|A PIE|34|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425809534|12/02/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Lunes|16:37:00|VIAS PUBLICAS|A PIE|A PIE|34|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|PRIMARIA|11001000
1425809535|13/02/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Martes|20:00:00|VIAS PUBLICAS|A PIE|A PIE|24|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|TECNICO|11001000
1425809536|14/02/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Martes|8:00:00|ESTACION TRANSPORTE MASIVO|A PIE|A PIE|78|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425809537|15/02/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Martes|11:30:00|VIAS PUBLICAS|A PIE|A PIE|19|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425809538|16/02/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Martes|11:30:00|ESTACION TRANSPORTE MASIVO|A PIE|A PIE|54|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809539|17/02/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Martes|9:00:00|VIAS PUBLICAS|A PIE|A PIE|36|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425809540|18/02/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Martes|17:00:00|VIAS PUBLICAS|A PIE|A PIE|58|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425809541|19/02/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Martes|6:00:00|ESTACION TRANSMILENIO GRANJA - CARRERA 77|A PIE|A PIE|29|COLOMBIA|ESTUDIANTE|TECNICO PROFESIONAL EN MECANICA AUTOMOTRIZ|TECNOLOGO|11001000
1425809542|20/02/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Martes|0:00:00|VIAS PUBLICAS|A PIE|A PIE|31|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809543|21/02/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Martes|0:00:00|OTRO|A PIE|A PIE|-|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809544|22/02/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Martes|0:00:00|OTRO|A PIE|A PIE|-|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809545|23/02/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Martes|0:00:00|EDIFICIO|A PIE|A PIE|-|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809546|24/02/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Martes|0:00:00|EDIFICIO|A PIE|A PIE|-|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809547|25/02/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Martes|0:00:00|EDIFICIO|A PIE|A PIE|-|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809548|26/02/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Martes|0:00:00|LUGAR DE TRABAJO|A PIE|A PIE|-|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809549|27/02/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Martes|11:59:00|VIAS PUBLICAS|A PIE|A PIE|44|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425809550|28/02/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Martes|18:31:00|VIAS PUBLICAS|A PIE|A PIE|32|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425809551|29/02/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Miércoles|19:00:00|VIAS PUBLICAS|A PIE|A PIE|38|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425809552|1/03/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Miércoles|11:00:00|VIAS PUBLICAS|A PIE|A PIE|-|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809553|2/03/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Miércoles|11:00:00|ESTABLECIMIENTO DE COMERCIO|A PIE|A PIE|-|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809554|3/03/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Miércoles|6:00:00|VIAS PUBLICAS|A PIE|A PIE|26|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425809555|4/03/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Miércoles|17:30:00|VIAS PUBLICAS|A PIE|A PIE|58|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|PRIMARIA|11001000
1425809556|5/03/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Miércoles|5:30:00|VIAS PUBLICAS|A PIE|A PIE|33|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|TECNICO|11001000
1425809557|6/03/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Miércoles|0:00:00|VIAS PUBLICAS|A PIE|A PIE|17|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425809558|7/03/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Miércoles|0:00:00|OTRO|A PIE|A PIE|-|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809559|8/03/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Miércoles|0:00:00|OTRO|A PIE|A PIE|35|VENEZUELA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809560|9/03/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Miércoles|0:00:00|ESTABLECIMIENTO PUBLICO|A PIE|A PIE|37|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809561|10/03/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Miércoles|14:30:00|PARADERO DE BUSES|A PIE|A PIE|-|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809562|11/03/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Miércoles|11:45:00|VIAS PUBLICAS|A PIE|A PIE|61|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|TECNICO|11001000
1425809563|12/03/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Miércoles|5:20:00|VIAS PUBLICAS|A PIE|A PIE|41|VENEZUELA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809564|13/03/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Miércoles|10:40:00|VIAS PUBLICAS|A PIE|A PIE|19|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809565|14/03/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Miércoles|3:10:00|VIAS PUBLICAS|A PIE|A PIE|28|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809566|15/03/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Miércoles|11:43:00|OTRO|A PIE|A PIE|48|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425809567|16/03/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Jueves|18:30:00|VIAS PUBLICAS|A PIE|A PIE|57|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809568|17/03/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Jueves|11:00:00|VIAS PUBLICAS|A PIE|A PIE|25|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425809569|18/03/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Jueves|2:00:00|APARTAMENTO|A PIE|A PIE|60|COLOMBIA|PENSIONADO|-|SUPERIOR|11001000
1425809570|19/03/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Jueves|21:00:00|VIAS PUBLICAS|A PIE|A PIE|46|VENEZUELA|EMPLEADO PARTICULAR|NO REPORTADA|TECNICO|11001000
1425809571|20/03/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Jueves|14:00:00|VIAS PUBLICAS|A PIE|A PIE|53|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809572|21/03/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Jueves|5:00:00|VIAS PUBLICAS|A PIE|A PIE|58|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|PRIMARIA|11001000
1425809573|22/03/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Jueves|0:00:00|VIAS PUBLICAS|A PIE|A PIE|30|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809574|23/03/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Jueves|0:00:00|OTRO|A PIE|A PIE|-|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809575|24/03/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Jueves|0:00:00|OTRO|A PIE|A PIE|-|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809576|25/03/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Jueves|0:00:00|OTRO|A PIE|A PIE|40|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809577|26/03/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Jueves|0:30:00|VIAS PUBLICAS|A PIE|A PIE|43|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425809578|27/03/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Jueves|6:50:00|ALMACENES|A PIE|A PIE|22|COLOMBIA|ESTUDIANTE|PSICOLOGIA|SUPERIOR|11001000
1425809579|28/03/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Jueves|13:40:00|VIAS PUBLICAS|A PIE|A PIE|41|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425809580|29/03/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Jueves|7:50:00|VIAS PUBLICAS|A PIE|A PIE|30|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425809581|30/03/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Jueves|0:15:00|VIAS PUBLICAS|A PIE|A PIE|75|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425809582|31/03/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Jueves|19:04:00|VIAS PUBLICAS|A PIE|A PIE|55|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|TECNICO|11001000
1425809583|1/04/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Jueves|15:14:00|VIAS PUBLICAS|A PIE|A PIE|26|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425809584|2/04/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|19:00:00|VIAS PUBLICAS|A PIE|A PIE|31|VENEZUELA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425809585|3/04/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|18:30:00|VIAS PUBLICAS|A PIE|A PIE|32|VENEZUELA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425809586|4/04/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|18:30:00|VIAS PUBLICAS|A PIE|A PIE|32|COLOMBIA|EMPLEADO PARTICULAR|-|PRIMARIA|11001000
1425809587|5/04/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|19:30:00|VIAS PUBLICAS|A PIE|A PIE|27|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425809588|6/04/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|11:30:00|VIAS PUBLICAS|A PIE|A PIE|37|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|PRIMARIA|11001000
1425809589|7/04/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|11:30:00|TRANSPORTE PUBLICO URBANO|PASAJERO BUS|PASAJERO BUS|19|COLOMBIA|ESTUDIANTE|-|SECUNDARIA|11001000
1425809590|8/04/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|10:30:00|VIAS PUBLICAS|A PIE|A PIE|56|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|PRIMARIA|11001000
1425809591|9/04/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|6:00:00|VIAS PUBLICAS|A PIE|A PIE|62|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|PRIMARIA|11001000
1425809592|10/04/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|15:00:00|VIAS PUBLICAS|A PIE|A PIE|41|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809593|11/04/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|15:00:00|ESTABLECIMIENTO EDUCATIVO|A PIE|A PIE|16|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809594|12/04/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|21:30:00|VIAS PUBLICAS|A PIE|A PIE|31|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|TECNICO|11001000
1425809595|13/04/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|16:30:00|VIAS PUBLICAS|A PIE|A PIE|39|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809596|14/04/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|0:00:00|OTRO|A PIE|A PIE|-|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809597|15/04/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|0:00:00|EDIFICIO|A PIE|A PIE|-|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809598|16/04/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|0:30:00|VIAS PUBLICAS|A PIE|A PIE|62|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425809599|17/04/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|13:15:00|VIAS PUBLICAS|A PIE|A PIE|82|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809600|18/04/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|16:40:00|VIAS PUBLICAS|A PIE|A PIE|38|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425809601|19/04/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|14:05:00|VIAS PUBLICAS|A PIE|A PIE|78|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809602|20/04/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|1:50:00|VIAS PUBLICAS|A PIE|A PIE|21|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|TECNICO|11001000
1425809603|21/04/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|5:35:00|VIAS PUBLICAS|A PIE|A PIE|-|COLOMBIA|NO REPORTA|-|-|11001000
1425809604|22/04/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|14:53:00|VIAS PUBLICAS|A PIE|A PIE|42|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425809605|23/04/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|4:11:00|VIAS PUBLICAS|A PIE|A PIE|29|VENEZUELA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425809606|24/04/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|5:02:00|FRENTE EMPRESA - VIA PUBLICA|A PIE|A PIE|45|COLOMBIA|EMPLEADO PARTICULAR|SISTEMAS Y CIENCIAS CONTABLES|TECNICO|11001000
1425809607|25/04/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Sábado|20:30:00|VIAS PUBLICAS|A PIE|A PIE|63|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425809608|26/04/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Sábado|2:00:00|VIAS PUBLICAS|A PIE|A PIE|42|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809609|27/04/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Sábado|15:00:00|VIAS PUBLICAS|A PIE|A PIE|21|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425809610|28/04/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Sábado|8:30:00|VIAS PUBLICAS|A PIE|A PIE|27|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|TECNICO|11001000
1425809611|29/04/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Sábado|0:30:00|VIAS PUBLICAS|A PIE|A PIE|37|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809612|30/04/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Sábado|5:50:00|VIAS PUBLICAS|A PIE|A PIE|24|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425809613|1/05/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Sábado|15:38:00|VIAS PUBLICAS|A PIE|A PIE|42|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|PRIMARIA|11001000
